樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高_m,胸高直徑_cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
XD0SY10046,水柳,Salix warburgii,楊柳科,雙園,高灘地南區管理站,3.30227,9.801728,6.902893,12.310971,1051216,多主幹2枝,299079.3606,2769369.731,121.486344,25.031635
XD0SY10047,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,2.27101,0,4.23561,0,1051216,DBH<6,299080.4555,2769370.964,121.486354,25.031647
XD0SY10048,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,1.94935,0,4.028682,0,1051216,DBH<6,299073.5942,2769374.854,121.486287,25.031682
XD0SY10049,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,3.42442,10.573296,4.889347,13.28006,1051216,多主幹2枝,299067.7089,2769379.539,121.486228,25.031724
XD0SY10050,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,3.97573,15.127389,5.311615,19,1051216,,299066.2559,2769381.674,121.486214,25.031744
XD0SY10051,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,3.10389,0,3.262327,0,1051216,DBH<6,299065.0132,2769382.904,121.486202,25.031755
XD0SY10052,番石榴,Psidium guajava,桃金孃科,雙園,高灘地南區管理站,2.46323,0,1.41898,0,1051216,DBH<6,299064.1848,2769396.082,121.486194,25.031874
XD0SY10053,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.59838,28.343949,54.026027,35.6,1051216,,299218.4523,2769392.637,121.487723,25.031838
XD0SY10054,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,7.33129,28.980892,72.413598,36.4,1051216,,299258.3738,2769306.538,121.488115,25.031059
XD0SY10055,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,5.11152,9.872611,50.488189,12.4,1051216,,299260.3082,2769309.11,121.488134,25.031082
XD0SY10056,小葉欖仁,Terminalia boivinii,使君子科,雙園,高灘地南區管理站,11.6394,56.369427,114.966239,70.8,1051216,,299261.0646,2769313.76,121.488142,25.031124
XD0SY10057,茄苳,Bischofia javanica,大戟科,雙園,高灘地南區管理站,8.11647,18.789809,114.998839,23.6,1051216,,299260.9883,2769326.855,121.488142,25.031243
XD0SY10058,小葉欖仁,Terminalia boivinii,使君子科,雙園,高灘地南區管理站,10.5648,48.726115,118.624065,61.2,1051216,,299262.3259,2769339.69,121.488155,25.031358
XD0SY10059,小葉欖仁,Terminalia boivinii,使君子科,雙園,高灘地南區管理站,11.9155,51.592357,190.496676,64.8,1051216,,299263.9109,2769356.307,121.488172,25.031508
XD0SY10060,樟樹,Cinnamomum camphora,樟科,雙園,高灘地南區管理站,6.15362,29.645217,32.594271,37.234393,1051216,測量1m多主幹2枝,299216.8043,2769291.258,121.487703,25.030923
XD0SY10061,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,5.59656,21.656051,33.493475,27.2,1051216,測量1m,299206.6727,2769289.473,121.487602,25.030907
XD0SY10062,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.61099,69.997798,143.4698,87.917234,1051216,多主幹3枝,299256.4209,2769181.768,121.488091,25.029933
XD0SY10063,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,8.56915,50.955414,139.906888,64,1051216,,299257.75,2769168.934,121.488104,25.029817
XD0SY10064,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.79882,51.039938,96.48013,64.106162,1051216,多主幹3枝,299259.3447,2769147.957,121.488119,25.029627
XD0SY10065,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.95542,46.178344,124.907223,58,1051216,,299260.5879,2769136.069,121.488131,25.02952
XD0SY10066,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,8.73249,56.369427,35.492445,70.8,1051216,,299262.9656,2769122.904,121.488154,25.029401
XD0SY10067,柚,Citrus maxima,芸香科,雙園,高灘地南區管理站,2.98414,0,6.2964,0,1051216,DBH<6,299264.3582,2769112.094,121.488167,25.029304
XD0SY10068,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,6.55637,74.522293,46.922216,93.6,1051216,測量1m,299266.2094,2769095.322,121.488185,25.029152
XD0SY10069,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.85754,36.305732,22.859541,45.6,1051216,,299270.2552,2769083.79,121.488225,25.029048
XD0SY10070,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,8.16876,38.853503,24.463719,48.8,1051216,,299272.7607,2769071.246,121.488249,25.028934
XD0SY10071,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.58123,48.407643,30.479388,60.8,1051216,,299276.464,2769060.665,121.488286,25.028839
XD0SY10072,柳樹,Salix pendulina,楊柳科,雙園,高灘地南區管理站,2.92541,47.452229,46.059096,59.6,1051216,,299264.5837,2769052.62,121.488168,25.028767
XD0SY10073,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,9.53241,57.643312,97.580096,72.4,1051216,測量1m,299282.1783,2769033.089,121.488341,25.02859
XD0SY10074,榕樹,Ficus microcarpa,桑科,雙園,高灘地南區管理站,7.72198,61.464968,112.599356,77.2,1051216,,299286.6647,2769019.612,121.488385,25.028468
XD0SY10075,構樹,Broussonetia papyrifera,桑科,雙園,高灘地南區管理站,2.44703,8.917197,14.173258,11.2,1051216,,299322.3655,2768936.768,121.488736,25.027719
XD0HZ10001,構樹,Broussonetia papyrifera,桑科,華中,高灘地南區管理站,4.76431,7.165605,22.41881,9,1051216,,299335.1957,2768915.79,121.488862,25.027529
XD0HZ10002,桑樹,Morus australis,桑科,華中,高灘地南區管理站,3.10843,12.420382,14.626945,15.6,1051216,,299335.0428,2768915.99,121.488861,25.027531
XD0HZ10003,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,4.59441,12.425485,21.619333,15.606409,1051216,多主幹3枝多分枝幹,299335.401,2768913.399,121.488864,25.027507
XD0HZ10004,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,6.73069,0,22.765751,0,1051216,無法測量/多枝幹,299329.8576,2768910.077,121.488809,25.027478
XD0HZ10005,桑樹,Morus australis,桑科,華中,高灘地南區管理站,5.99368,0,14.603535,0,1051216,形似灌木,299321.3282,2768910.439,121.488725,25.027481
XD0HZ10006,構樹,Broussonetia papyrifera,桑科,華中,高灘地南區管理站,6.46187,19.10828,31.644966,24,1051216,,299335.9347,2768906.748,121.488869,25.027447
XD0HZ10007,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,6.66104,39.691547,30.330439,49.852583,1051216,多主幹10枝,299336.1579,2768903.34,121.488871,25.027417
XD0HZ10008,血桐,Macaranga tanarius,大戟科,華中,高灘地南區管理站,1.14321,0,5.205503,0,1051216,DBH<6,299336.0704,2768904.173,121.488871,25.027424
XD0HZ10009,榔榆,Ulmus parvifolia,榆科,華中,高灘地南區管理站,4.38629,15.828538,19.972572,19.880644,1051216,多主幹2枝,299339.136,2768899.078,121.488901,25.027378
XD0HZ10010,榔榆,Ulmus parvifolia,榆科,華中,高灘地南區管理站,4.83285,0,27.734188,0,1051216,形似灌木,299351.1813,2768873.857,121.489019,25.02715
XD0HZ10011,榔榆,Ulmus parvifolia,榆科,華中,高灘地南區管理站,3.47921,12.420382,21.57367,15.6,1051216,測量0.5m,299355.7159,2768865.495,121.489064,25.027074
XD0HZ10012,榔榆,Ulmus parvifolia,榆科,華中,高灘地南區管理站,3.43223,11.783439,11.619325,14.8,1051216,,299363.9791,2768851.008,121.489145,25.026943
XD0HZ10013,樟樹,Cinnamomum camphora,樟科,華中,高灘地南區管理站,6.17822,21.974522,13.179482,27.6,1051216,測量1m,299313.3714,2768863.626,121.488644,25.027059
XD0HZ10014,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,2.32388,7.69,2.13537,9.65864,1051216,測量0.7m,299309.6537,2768874.796,121.488608,25.02716
XD0HZ10015,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,2.16347,7.643312,1.871255,9.6,1051216,測量0.7m,299306.8182,2768878.325,121.48858,25.027192
XD0HZ10016,阿勃勒,Cassia fistula,蘇木科,華中,高灘地南區管理站,3.49925,0,4.627432,0,1051216,DBH<6,299302.1528,2768882.126,121.488534,25.027226
XD0HZ10017,樟樹,Cinnamomum camphora,樟科,華中,高灘地南區管理站,2.71197,8.280255,4.090915,10.4,1051216,測量0.5m,299298.0602,2768883.591,121.488493,25.02724
XD0HZ10018,水柳,Salix warburgii,楊柳科,華中,高灘地南區管理站,3.9202,14.012739,10.244238,17.6,1051216,測量0.7m,299293.6556,2768887.535,121.48845,25.027275
XD0HZ10019,水柳,Salix warburgii,楊柳科,華中,高灘地南區管理站,4.88477,12.101911,10.657511,15.2,1051216,測量1m,299290.4802,2768892.453,121.488418,25.02732
XD0HZ10020,水柳,Salix warburgii,楊柳科,華中,高灘地南區管理站,4.74223,11.146497,8.800207,14,1051216,測量1.2m多枝幹,299289.081,2768894.95,121.488405,25.027342
XD0HZ10021,水柳,Salix warburgii,楊柳科,華中,高灘地南區管理站,4.10699,12.810309,14.330646,16.089748,1051216,多主幹2枝,299287.3302,2768901.322,121.488388,25.0274
XD0HZ10022,水柳,Salix warburgii,楊柳科,華中,高灘地南區管理站,3.47964,0,13.299478,0,1051216,DBH<6/多枝幹,299286.083,2768905.127,121.488375,25.027434
XD0SY10076,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,2.885,21.884914,29.648673,27.487452,1051216,,299250.3429,2769686.991,121.488049,25.034494
XD0SY10077,桑樹,Morus australis,桑科,雙園,高灘地南區管理站,3.14424,7.324841,9.923357,9.2,1051216,,299254.3645,2769685.192,121.488089,25.034478
XD0SY10078,九芎,Lagerstroemia subcostata,千屈菜科,雙園,高灘地南區管理站,4.44751,7.324841,7.700883,9.2,1051216,,299376.7081,2769639.472,121.4893,25.034061
XD0HZ10023,桑樹,Morus australis,桑科,華中,高灘地南區管理站,1.61995,0,6.479833,0,1051216,DBH<6,299357.6164,2768810.298,121.489081,25.026576
XD0HZ10024,欖仁,Terminalia catappa,使君子科,華中,高灘地南區管理站,4.815,21.178344,19.260098,26.6,1051216,,299359.3281,2768809.338,121.489098,25.026567
XD0HZ10025,欖仁,Terminalia catappa,使君子科,華中,高灘地南區管理站,7.06874,23.88535,28.275104,30,1051216,,299364.2245,2768803.454,121.489146,25.026514
XD0HZ10026,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,7.83952,28.025478,31.358239,35.2,1051216,測量1.4m,299366.0698,2768800.753,121.489164,25.026489
XD0HZ10027,樟樹,Cinnamomum camphora,樟科,華中,高灘地南區管理站,11.3548,51.910828,45.419431,65.2,1051216,,299367.73,2768798.577,121.489181,25.02647
XD0HZ10028,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,3.09255,0,12.370263,0,1051216,DBH<6,299369.4872,2768797.097,121.489198,25.026456
XD0HZ10029,馬拉巴栗,Pachira macrocarpa,木棉科,華中,高灘地南區管理站,3.49792,0,13.991751,0,1051216,DBH<6,299372.7993,2768794.837,121.489231,25.026436
XD0HZ10030,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,6.86215,28.980892,27.44874,36.4,1051216,,299373.0055,2768791.937,121.489233,25.02641
XD0HZ10031,雀榕,Ficus subpisocarpa,桑科,華中,高灘地南區管理站,6.46009,13.094169,25.840491,16.446276,1051216,多主幹3枝,299373.1799,2768788.49,121.489234,25.026378
XD0HZ10032,馬拉巴栗,Pachira macrocarpa,木棉科,華中,高灘地南區管理站,4.70945,0,18.837896,0,1051216,DBH<6,299377.167,2768786.544,121.489274,25.026361
XD0HZ10033,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.4229,76.986617,53.691873,96.695191,1051216,多主幹4枝,299379.572,2768781.397,121.489297,25.026314
XD0HZ10034,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.9689,54.304033,51.875864,68.205865,1051216,多主幹3枝,299388.0075,2768772.331,121.489381,25.026232
XD0HZ10035,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.3285,59.697025,57.314291,74.979464,1051216,多主幹2枝尺放土堆上,299383.926,2768768.656,121.48934,25.026199
XD0HZ10036,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,8.90742,37.80967,35.629861,47.488946,1051216,多主幹4枝,299393.5699,2768765.427,121.489435,25.02617
XD0HZ10037,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,5.93871,11.754354,23.754961,14.763468,1051216,多主幹2枝,299399.1604,2768764.965,121.489491,25.026165
XD0HZ10038,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.877,71.019108,59.508303,89.2,1051216,尺放地面,299399.6162,2768767.25,121.489495,25.026186
XD0HZ10039,楊桃,Averrhoa carambola,酢漿草科,華中,高灘地南區管理站,11.6984,31.333437,46.793838,39.354796,1051216,多主幹2枝一枝斷頭(44),299396.461,2768754.827,121.489464,25.026074
XD0HZ10040,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,4.95026,6.210191,19.801141,7.8,1051216,,299393.2687,2768749.56,121.489432,25.026026
XD0HZ10041,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,9.00082,57.507891,36.003463,72.229911,1051216,多主幹4枝,299396.4591,2768745.738,121.489463,25.025992
XD0HZ10042,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,5.82425,16.697741,23.297118,20.972363,1051216,多主幹2枝,299399.4006,2768749.257,121.489493,25.026023
XD0HZ10043,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.779,26.717923,51.11626,33.557711,1051216,多主幹3枝,299401.5365,2768751.065,121.489514,25.02604
XD0HZ10044,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.0196,80.573248,52.078665,101.2,1051216,,299404.4197,2768747.565,121.489542,25.026008
XD0HZ10045,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,6.99695,37.602552,27.987942,47.228805,1051216,多主幹3枝,299400.0829,2768741.009,121.489499,25.025949
XD0HZ10046,稜果榕,Ficus septica,桑科,華中,高灘地南區管理站,4.53996,11.464968,18.159932,14.4,1051216,,299398.6728,2768736.88,121.489485,25.025912
XD0HZ10047,馬拉巴栗,Pachira macrocarpa,木棉科,華中,高灘地南區管理站,3.82844,7.324841,15.313838,9.2,1051216,,299400.422,2768732.794,121.489502,25.025875
XD0HZ10048,茄苳,Bischofia javanica,大戟科,華中,高灘地南區管理站,9.44132,16.878981,37.765472,21.2,1051216,,299400.2792,2768731.295,121.489501,25.025861
XD0HZ10049,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,6.98183,20.493822,27.927462,25.740241,1051216,測量1.4m多主幹2枝,299405.3169,2768735.505,121.489551,25.025899
XD0HZ10050,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.6769,77.800925,50.707858,97.717962,1051216,多主幹2枝,299411.2209,2768732.903,121.489609,25.025875
XD0HZ10051,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,10.9117,11.783439,43.647022,14.8,1051216,,299414.4484,2768728.944,121.489641,25.02584
XD0HZ10052,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.6,31.050955,54.400277,39,1051216,,299413.0029,2768729.272,121.489627,25.025843
XD0HZ10053,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,10.328,37.272033,41.31221,46.813673,1051216,多主幹2枝,299410.1055,2768726.351,121.489598,25.025816
XD0HZ10054,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.2587,46.444434,53.03507,58.33421,1051216,多主幹2枝,299409.9061,2768727.752,121.489596,25.025829
XD0HZ10055,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.4602,77.707006,53.841074,97.6,1051216,尺放土堆,299412.7122,2768725.518,121.489624,25.025809
XD0HZ10056,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.2874,68.652552,57.149891,86.227606,1051216,多主幹4枝,299415.5163,2768720.554,121.489651,25.025764
XD0HZ10057,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.6234,63.694268,50.493857,80,1051216,,299417.8836,2768714.563,121.489674,25.02571
XD0HZ10058,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,9.52838,24.203822,38.113714,30.4,1051216,,299416.313,2768713.427,121.489659,25.025699
XD0HZ10059,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,8.90679,41.679613,35.627341,52.349594,1051216,多主幹2枝,299414.2476,2768712.016,121.489638,25.025687
XD0HZ10060,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,8.47262,21.019108,33.890652,26.4,1051216,測量1m有旗子,299415.5146,2768709.723,121.489651,25.025666
XD0HZ10061,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,7.75172,15.286624,31.007038,19.2,1051216,,299418.77,2768706.274,121.489683,25.025635
XD0HZ10062,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,8.09952,56.637779,32.398245,71.137051,1051216,多主幹3枝,299416.0089,2768704.536,121.489656,25.025619
XD0HZ10063,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.6366,67.834395,54.546677,85.2,1051216,,299416.0151,2768703.888,121.489656,25.025613
XD0HZ10064,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.7032,53.153238,54.813079,66.760467,1051216,多主幹2枝全包(120),299421.9553,2768704.542,121.489714,25.025619
XD0HZ10065,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.9667,62.179439,59.867104,78.097375,1051216,多主幹2枝,299420.5591,2768700.66,121.489701,25.025584
XD0HZ10066,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.5216,55.095541,54.086675,69.2,1051216,,299424.8273,2768700.686,121.489743,25.025584
XD0HZ10067,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.5735,59.916639,54.294276,75.255299,1051216,多主幹2枝,299422.2064,2768698.556,121.489717,25.025565
XD0HZ10068,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,16.3349,57.833904,65.339932,72.639383,1051216,多主幹3枝,299417.6594,2768696.095,121.489672,25.025543
XD0HZ10069,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14,33.757962,56.000285,42.4,1051216,,299421.8034,2768694.847,121.489713,25.025531
XD0HZ10070,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,15.0204,40.764331,60.081906,51.2,1051216,,299423.6318,2768689.398,121.489731,25.025482
XD0HZ10071,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.0191,36.305732,56.076685,45.6,1051216,,299425.5542,2768689.787,121.48975,25.025486
XD0HZ10072,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,15.8517,43.747808,63.407122,54.947247,1051216,多主幹3枝,299427.1405,2768689.514,121.489765,25.025483
XD0HZ10073,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.5907,26.433121,54.363076,33.2,1051216,,299426.3538,2768688.153,121.489757,25.025471
XD0HZ10074,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,14.2655,60.828025,57.06229,76.4,1051216,,299429.5775,2768687.402,121.489789,25.025464
XD0HZ10075,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.8462,87.672215,55.385082,110.116302,1051216,多主幹3枝,299424.9534,2768687.814,121.489744,25.025468
XD0HZ10076,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.7429,26.11465,50.971859,32.8,1051216,,299425.7066,2768685.457,121.489751,25.025447
XD0HZ10077,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,13.0203,26.588066,52.081465,33.39461,1051216,多主幹2枝,299426.2184,2768685.701,121.489756,25.025449
XD0HZ10078,榕樹,Ficus microcarpa,桑科,華中,高灘地南區管理站,12.5037,40.884824,50.015054,51.351339,1051216,多主幹2枝,299431.0481,2768684.907,121.489804,25.025441
